15.35462285	25.17543615	1	2
10.58218134	21.24566664	1	1
15.83917948	25.96091727	1	2
14.21408145	22.92711215	1	2
9.724824694	20.39909391	1	1
10.91892249	21.54645258	1	1
10.30120559	19.03675974	1	1
13.19627691	24.37018685	1	2
8.001463175	21.74367496	1	1
15.49266691	25.7096387	1	2
9.287647511	20.27896994	1	1
13.3463095	24.24350437	1	2
13.38204092	22.57054822	1	2
14.23680481	23.90941148	1	2
13.17148108	23.19913438	1	2
13.79536157	24.98294051	1	2
11.1530687	21.29750817	1	1
10.58056478	19.89139331	1	1
14.12135365	23.38322953	1	2
15.36440137	23.75177936	1	2
10.36192008	20.20991508	1	1
10.60253726	19.25132928	1	1
15.64288981	23.57089249	1	2
13.41692201	23.63657657	1	2
13.61727081	24.86376557	1	2
14.68023639	22.54631298	1	2
14.7750612	22.85829739	1	2
8.950581591	21.47212287	1	1
11.88378881	21.38510228	1	1
10.61553188	21.6556931	1	1
13.81652697	23.5705997	1	2
9.073094306	19.65047409	1	1
8.460648193	20.64507233	1	1
8.404383857	19.25150379	1	1
11.53112653	20.70213823	1	1
10.28701475	20.86110647	1	1
15.67519115	25.16983925	1	2
8.084626639	21.51786091	1	1
11.34791569	20.25652801	1	1
11.96174561	20.9668016	1	1
9.953569052	21.61915735	1	1
11.20603738	19.16534577	1	1
15.31462075	23.46390919	1	2
13.88396153	24.84622836	1	2
8.768244859	20.82619903	1	1
15.84483345	22.96166308	1	2
11.85831168	21.88788302	1	1
14.54369499	24.86133475	1	2
14.60102348	25.17869903	1	2
15.79153926	23.69530681	1	2
